0.05769;0.302;0.21;0.14300000000000002;0.53
0.05769;0.303;0.21;0.14300000000000002;0.53
0.05769;0.304;0.21;0.14300000000000002;0.53
0.05769;0.302;0.21;0.14300000000000002;0.52
0.05769;0.302;0.21;0.142;0.53
0.05769;0.304;0.21;0.14300000000000002;0.53
0.05769;0.302;0.21;0.142;0.53
0.05769;0.303;0.21;0.142;0.53
0.05769;0.302;0.21;0.142;0.53
0.05769;0.303;0.21;0.142;0.53
0.05769;0.302;0.21;0.142;0.53
0.05769;0.302;0.21;0.142;0.53
0.05769;0.301;0.21;0.142;0.53
0.05769;0.299;0.22;0.142;0.53
0.05769;0.299;0.22;0.142;0.53
0.05769;0.302;0.22;0.14300000000000002;0.53
0.05769;0.301;0.22;0.14300000000000002;0.53
0.05769;0.302;0.22;0.142;0.53
0.05769;0.302;0.22;0.142;0.53
0.05769;0.302;0.22;0.142;0.53
0.05769;0.3;0.22;0.142;0.53
0.05769;0.302;0.22;0.142;0.53
0.05769;0.302;0.22;0.142;0.53
0.05769;0.301;0.22;0.141;0.53
0.05769;0.301;0.22;0.141;0.53
0.05769;0.3;0.21;0.141;0.53
0.05769;0.301;0.21;0.141;0.53
0.05769;0.301;0.21;0.141;0.53
0.05769;0.301;0.21;0.14;0.53
0.05769;0.301;0.21;0.14;0.53
0.05769;0.301;0.22;0.14;0.53
0.05769;0.3;0.22;0.14;0.53
0.05769;0.3;0.21;0.14;0.53
0.05769;0.299;0.21;0.14;0.53
0.05769;0.299;0.21;0.139;0.53
0.05769;0.298;0.21;0.139;0.53
0.05769;0.3;0.21;0.139;0.53
0.05769;0.299;0.21;0.139;0.53
0.05769;0.299;0.21;0.139;0.53
0.05769;0.298;0.21;0.139;0.53
0.05769;0.299;0.21;0.139;0.53
0.05769;0.298;0.21;0.139;0.53
0.05769;0.299;0.21;0.138;0.53
0.05769;0.299;0.21;0.138;0.53
0.05769;0.299;0.21;0.138;0.53
0.05769;0.297;0.21;0.138;0.53
0.05769;0.3;0.21;0.138;0.53
0.05769;0.298;0.21;0.138;0.53
0.05769;0.299;0.21;0.138;0.53
0.05769;0.299;0.21;0.138;0.53
0.05769;0.298;0.21;0.13699999999999998;0.53
0.05769;0.298;0.21;0.138;0.53
0.05769;0.298;0.21;0.13699999999999998;0.53
0.05769;0.299;0.21;0.13699999999999998;0.53
0.05769;0.298;0.21;0.13699999999999998;0.53
0.05769;0.299;0.21;0.13699999999999998;0.53
0.05769;0.297;0.21;0.13699999999999998;0.53
0.05769;0.297;0.21;0.13699999999999998;0.53
0.05769;0.297;0.21;0.136;0.53
0.05769;0.298;0.21;0.136;0.53
0.05769;0.297;0.21;0.136;0.53
0.05769;0.297;0.21;0.135;0.53
0.055;0.29600000000000004;0.21;0.135;0.53
0.055;0.29600000000000004;0.21;0.135;0.53
0.055;0.29600000000000004;0.21;0.135;0.53
0.055;0.29600000000000004;0.21;0.135;0.53
0.055;0.29600000000000004;0.21;0.135;0.53
0.055;0.29600000000000004;0.21;0.135;0.53
0.055;0.298;0.21;0.135;0.53
0.055;0.294;0.21;0.134;0.53
0.055;0.29600000000000004;0.21;0.134;0.53
0.055;0.29600000000000004;0.21;0.134;0.53
0.055;0.294;0.21;0.134;0.53
0.055;0.295;0.21;0.134;0.53
0.055;0.295;0.21;0.134;0.53
0.055;0.295;0.21;0.134;0.53
0.055;0.29600000000000004;0.21;0.134;0.53
0.055;0.295;0.21;0.133;0.53
0.055;0.294;0.21;0.133;0.53
0.055;0.295;0.21;0.133;0.53
0.055;0.294;0.21;0.133;0.53
0.055;0.295;0.21;0.133;0.53
0.055;0.294;0.21;0.133;0.53
0.055;0.294;0.21;0.133;0.53
0.055;0.294;0.21;0.133;0.53
0.055;0.293;0.21;0.132;0.53
0.055;0.293;0.21;0.132;0.53
0.055;0.294;0.21;0.132;0.53
0.055;0.294;0.21;0.132;0.53
0.055;0.293;0.21;0.132;0.53
0.055;0.293;0.21;0.132;0.53
0.055;0.293;0.21;0.131;0.53
0.055;0.294;0.21;0.131;0.53
0.055;0.292;0.21;0.131;0.53
0.055;0.293;0.21;0.131;0.53
0.055;0.294;0.21;0.131;0.53
0.055;0.294;0.21;0.131;0.53
0.055;0.293;0.21;0.131;0.53
0.055;0.292;0.21;0.131;0.53
0.055;0.294;0.21;0.131;0.53
0.055;0.293;0.21;0.131;0.53
0.055;0.293;0.21;0.131;0.53
0.055;0.294;0.21;0.131;0.53
0.055;0.292;0.21;0.131;0.53
0.055;0.292;0.21;0.131;0.53
0.055;0.293;0.21;0.131;0.53
0.055;0.293;0.21;0.13;0.53
0.055;0.29100000000000004;0.21;0.131;0.53
0.055;0.292;0.21;0.13;0.53
0.055;0.292;0.21;0.13;0.53
0.055;0.292;0.21;0.13;0.53
0.055;0.292;0.21;0.13;0.53
0.055;0.29100000000000004;0.21;0.13;0.53
0.055;0.29100000000000004;0.21;0.13;0.53
0.055;0.292;0.21;0.129;0.53
0.055;0.29100000000000004;0.21;0.129;0.53
0.055;0.29100000000000004;0.21;0.129;0.53
0.055;0.29100000000000004;0.21;0.129;0.53
0.055;0.29100000000000004;0.21;0.129;0.53
0.055;0.29100000000000004;0.21;0.129;0.53
0.055;0.29;0.21;0.129;0.53
0.055;0.29100000000000004;0.21;0.129;0.53
0.055;0.29;0.21;0.129;0.53
0.055;0.29100000000000004;0.21;0.129;0.53
0.055;0.29;0.21;0.128;0.53
0.055;0.289;0.21;0.128;0.53
0.055;0.289;0.21;0.128;0.53
0.055;0.29;0.21;0.128;0.53
0.055;0.28800000000000003;0.21;0.128;0.53
0.055;0.287;0.21;0.127;0.53
0.055;0.289;0.21;0.127;0.53
0.055;0.28800000000000003;0.21;0.127;0.53
0.055;0.28800000000000003;0.21;0.127;0.53
0.055;0.289;0.21;0.126;0.53
